file,anger,disgust,fear,happiness,sadness,surprise,neutral
S5_surprise.mp4,8.70,0.00,0.00,0.00,0.00,69.57,21.74
S6_surprise_1.mp4,0.00,0.00,0.00,0.00,0.00,0.00,100.00
S6_surprise_1.mp4,0.00,4.35,8.70,0.00,0.00,78.26,8.70
S4_happy_2.mp4,0.00,0.00,0.00,36.67,0.00,0.00,63.33
S4_happy_2.mp4,0.00,0.00,0.00,86.96,4.35,8.70,0.00
S1_fear_surprise_4.mp4,44.44,0.00,16.67,0.00,0.00,0.00,38.89
S1_fear_surprise_4.mp4,8.70,0.00,73.91,0.00,0.00,17.39,0.00
S4_happy_9.mp4,11.76,0.00,0.00,58.82,0.00,0.00,29.41
S4_happy_9.mp4,0.00,0.00,0.00,100.00,0.00,0.00,0.00
S4_sad_1.mp4,37.31,0.00,1.49,0.00,0.00,0.00,61.19
S4_sad_1.mp4,26.09,0.00,17.39,0.00,26.09,0.00,30.43
S1_happy_3.mp4,0.00,0.00,0.00,45.45,0.00,0.00,54.55
S1_happy_3.mp4,0.00,0.00,0.00,78.26,0.00,21.74,0.00
S3_sad_1.mp4,68.00,0.00,0.00,0.00,32.00,0.00,0.00
S3_sad_1.mp4,0.00,0.00,34.78,0.00,34.78,13.04,17.39
S7_sad.mp4,0.00,0.00,0.00,0.00,0.00,0.00,100.00
S7_sad.mp4,21.74,4.35,8.70,0.00,56.52,0.00,8.70
S1_surprise_2.mp4,0.00,0.00,0.00,0.00,0.00,0.00,100.00
S1_surprise_2.mp4,0.00,17.39,21.74,0.00,8.70,34.78,17.39
S5_surprise_1.mp4,11.11,0.00,0.00,0.00,0.00,0.00,88.89
S5_surprise_1.mp4,0.00,0.00,4.35,0.00,0.00,95.65,0.00
S4_fear_5.mp4,23.53,0.00,0.00,29.41,0.00,0.00,47.06
S4_fear_5.mp4,17.39,4.35,34.78,0.00,21.74,4.35,17.39
S2_surprise_5.mp4,0.00,0.00,0.00,0.00,0.00,42.42,57.58
S2_surprise_5.mp4,0.00,4.35,8.70,0.00,0.00,82.61,4.35
S3_happy.mp4,22.22,0.00,0.00,33.33,0.00,0.00,44.44
S3_happy.mp4,0.00,0.00,0.00,86.96,0.00,13.04,0.00
S3_fear.mp4,0.00,0.00,0.00,0.00,71.43,0.00,28.57
S3_fear.mp4,4.35,0.00,52.17,4.35,26.09,0.00,13.04
S6_happy_3.mp4,0.00,0.00,0.00,0.00,0.00,75.00,25.00
S6_happy_3.mp4,0.00,0.00,21.74,65.22,0.00,8.70,4.35
S6_disgust.mp4,0.00,0.00,0.00,0.00,0.00,0.00,100.00
S6_disgust.mp4,34.78,17.39,4.35,0.00,17.39,0.00,26.09
S5_happy.mp4,0.00,0.00,0.00,60.00,0.00,0.00,40.00
S5_happy.mp4,0.00,0.00,0.00,100.00,0.00,0.00,0.00
S3_happy_disgust.mp4,0.00,0.00,0.00,84.21,0.00,0.00,15.79
S3_happy_disgust.mp4,0.00,26.09,0.00,73.91,0.00,0.00,0.00
S3_happy_2.mp4,0.00,0.00,0.00,76.19,0.00,0.00,23.81
S3_happy_2.mp4,0.00,0.00,0.00,100.00,0.00,0.00,0.00
S5_surprise_7.mp4,76.92,0.00,0.00,0.00,0.00,0.00,23.08
S5_surprise_7.mp4,13.04,17.39,0.00,0.00,4.35,56.52,8.70
S4_happy_6.mp4,0.00,0.00,0.00,100.00,0.00,0.00,0.00
S4_happy_6.mp4,0.00,0.00,4.35,65.22,13.04,8.70,8.70
S1_happy_4.mp4,0.00,0.00,0.00,76.92,0.00,0.00,23.08
S1_happy_4.mp4,0.00,4.35,0.00,56.52,0.00,39.13,0.00
S7_fear.mp4,0.00,0.00,0.00,0.00,0.00,0.00,100.00
S7_fear.mp4,4.35,17.39,52.17,0.00,0.00,21.74,4.35
S2_surprise_3.mp4,0.00,0.00,0.00,0.00,0.00,0.00,100.00
S2_surprise_3.mp4,8.70,8.70,30.43,0.00,4.35,30.43,17.39
S5_surprise_happy_1.mp4,42.11,0.00,0.00,2.63,0.00,0.00,55.26
S5_surprise_happy_1.mp4,0.00,8.70,0.00,21.74,0.00,69.57,0.00
S5_fear.mp4,0.00,0.00,0.00,0.00,0.00,0.00,100.00
S5_fear.mp4,21.74,8.70,30.43,0.00,13.04,0.00,26.09
S2_fear_1.mp4,0.00,0.00,0.00,0.00,0.00,25.00,75.00
S2_fear_1.mp4,0.00,95.65,4.35,0.00,0.00,0.00,0.00
S2_fear_4.mp4,0.00,0.00,0.00,0.00,0.00,0.00,100.00
S2_fear_4.mp4,0.00,8.70,34.78,0.00,0.00,56.52,0.00
S1_fear_surprise_3.mp4,24.00,0.00,18.00,0.00,0.00,30.00,28.00
S1_fear_surprise_3.mp4,0.00,0.00,52.17,0.00,0.00,47.83,0.00
S3_surprise.mp4,0.00,0.00,19.05,38.10,0.00,0.00,42.86
S3_surprise.mp4,0.00,0.00,0.00,69.57,0.00,30.43,0.00
S7_happy_2.mp4,0.00,0.00,0.00,25.81,0.00,0.00,74.19
S7_happy_2.mp4,0.00,0.00,4.35,65.22,0.00,8.70,21.74
S3_happy_4.mp4,0.00,0.00,0.00,66.67,0.00,0.00,33.33
S3_happy_4.mp4,0.00,0.00,0.00,95.65,0.00,4.35,0.00
S7_Happy_surprise.mp4,0.00,0.00,0.00,92.59,0.00,0.00,7.41
S7_Happy_surprise.mp4,0.00,0.00,0.00,43.48,0.00,56.52,0.00
S2_surprise_2.mp4,0.00,0.00,0.00,0.00,0.00,50.00,50.00
S2_surprise_2.mp4,0.00,0.00,4.35,4.35,0.00,91.30,0.00
S4_surprise.mp4,15.38,0.00,0.00,0.00,0.00,0.00,84.62
S4_surprise.mp4,0.00,0.00,4.35,21.74,39.13,34.78,0.00
S3_surprise_3.mp4,5.88,0.00,0.00,0.00,11.76,35.29,47.06
S3_surprise_3.mp4,13.04,8.70,8.70,0.00,8.70,34.78,26.09
S5_surprise_6.mp4,55.56,0.00,0.00,0.00,0.00,0.00,44.44
S5_surprise_6.mp4,4.35,0.00,4.35,0.00,0.00,82.61,8.70
S3_sad.mp4,61.90,0.00,4.76,0.00,4.76,0.00,28.57
S3_sad.mp4,0.00,0.00,26.09,0.00,47.83,0.00,26.09
S1_fear_surprise_5.mp4,22.50,0.00,30.00,0.00,0.00,20.00,27.50
S1_fear_surprise_5.mp4,0.00,0.00,47.83,0.00,0.00,52.17,0.00
S5_happy_2.mp4,5.88,0.00,0.00,0.00,0.00,0.00,94.12
S5_happy_2.mp4,34.78,4.35,0.00,13.04,13.04,0.00,34.78
S7_happy_3.mp4,0.00,0.00,0.00,26.67,0.00,0.00,73.33
S7_happy_3.mp4,0.00,4.35,0.00,73.91,0.00,21.74,0.00
S5_happy_1.mp4,42.86,0.00,0.00,0.00,0.00,0.00,57.14
S5_happy_1.mp4,21.74,8.70,8.70,26.09,13.04,4.35,17.39
S4_happy_3.mp4,0.00,0.00,4.35,39.13,0.00,0.00,56.52
S4_happy_3.mp4,0.00,0.00,4.35,78.26,4.35,4.35,8.70
S4_happy_5.mp4,0.00,0.00,0.00,85.71,0.00,0.00,14.29
S4_happy_5.mp4,0.00,0.00,4.35,69.57,4.35,17.39,4.35
S3_surprise_2.mp4,26.19,0.00,28.57,11.90,2.38,0.00,30.95
S3_surprise_2.mp4,0.00,17.39,17.39,34.78,4.35,26.09,0.00
S1_fear_surprise_1.mp4,3.85,0.00,0.00,0.00,0.00,0.00,96.15
S1_fear_surprise_1.mp4,4.35,4.35,21.74,0.00,4.35,65.22,0.00
S5_happy_3.mp4,23.08,0.00,0.00,61.54,0.00,0.00,15.38
S5_happy_3.mp4,0.00,0.00,0.00,86.96,13.04,0.00,0.00
S7_surprise_4.mp4,0.00,0.00,0.00,100.00,0.00,0.00,0.00
S7_surprise_4.mp4,0.00,4.35,0.00,0.00,0.00,95.65,0.00
S2_surprise_7.mp4,0.00,0.00,0.00,0.00,0.00,0.00,100.00
S2_surprise_7.mp4,0.00,0.00,13.04,0.00,4.35,60.87,21.74
S7_happy.mp4,0.00,0.00,0.00,100.00,0.00,0.00,0.00
S7_happy.mp4,0.00,0.00,0.00,100.00,0.00,0.00,0.00
S7_happy_surprise_1.mp4,0.00,0.00,0.00,100.00,0.00,0.00,0.00
S7_happy_surprise_1.mp4,0.00,4.35,0.00,65.22,0.00,30.43,0.00
S3_surprise_5.mp4,0.00,0.00,0.00,0.00,0.00,17.24,82.76
S3_surprise_5.mp4,0.00,8.70,26.09,0.00,8.70,47.83,8.70
S4_happy_4.mp4,33.33,0.00,20.00,16.67,0.00,0.00,30.00
S4_happy_4.mp4,0.00,0.00,8.70,65.22,13.04,8.70,4.35
